hotel_uid,review_uid,additional_scoring,flag_processed,flag_validated,negative_review,negative_review_words,positive_review,positive_review_words,reviewer_nationality,reviewer_reviews_count,reviewer_score
6282370b-7819-4f11-b706-145c41f3ccf4,afad5e00-2b74-11b2-8080-808080808080,74,,,No Negative,0, everything great staff excelent,5, Australia ,1,10.0
6282370b-7819-4f11-b706-145c41f3ccf4,f384a700-2b5b-11b2-8080-808080808080,74,,,No Negative,0, Breakfast was not included,5, United Kingdom ,1,10.0
6282370b-7819-4f11-b706-145c41f3ccf4,ec0ecf00-2b56-11b2-8080-808080808080,74,,,No Negative,0, Beautiful and calm,4, South Korea ,29,9.6
6282370b-7819-4f11-b706-145c41f3ccf4,934d5700-2af8-11b2-8080-808080808080,74,,,No Negative,0, The wonderful location the splendid reception with the honesty bar the very good breakfast We had one or two problems which the staff remedied immediately with charm and grace ,31, United Kingdom ,5,9.6
6282370b-7819-4f11-b706-145c41f3ccf4,1e391600-2af0-11b2-8080-808080808080,74,,,No Negative,0, Family Suite was perfect for us to relax and be together ,13, United States of America ,6,10.0
0b164c3c-9334-432f-b6e9-aaef40699e84,2b7e2700-2b5f-11b2-8080-808080808080,42,,, But far from the station and didn t have bath tub in the bathroom,15, Staffs are very nice Sara the receptionist is very helpful Overall the hotel service is amazing Loved the hotel and the room ,24, United Kingdom ,1,7.5
79775501-6684-42b1-9035-9d622171b807,acb16e00-2b72-11b2-8080-808080808080,538,,, Expensive even with the location Other hotels near by are just as nice but not so pricey,18, Breakfast very nice Food excellent Location prime Staff helpful Would stay again if I could not find a hotel nearby available Room very quiet,25, United States of America ,3,9.6
79775501-6684-42b1-9035-9d622171b807,d1455600-2b68-11b2-8080-808080808080,538,,, The hotel is quite expensive for what you get ,11,No Positive,0, South Africa ,1,5.4
79775501-6684-42b1-9035-9d622171b807,62d04e00-2b63-11b2-8080-808080808080,538,,, Down side is staff I lost my friend and asked to reception for help to call him Nobody even the front desk helped me I offered to pay for it and let me call him for 20 seconds It does not hurt to help customer with little issue In the end welcoming guy helped me with his personal mobile phone thanks a lot again ,66, Good to stay for short trips Not so good in case of value for money but still comfortable and safe hotel Parking is no problem you can use public parking near to hotel special discount offered for hotel customers ask reception for discount ,45, Turkey ,22,6.7
79775501-6684-42b1-9035-9d622171b807,868d9700-2b57-11b2-8080-808080808080,538,,, i did not like the smell of food in my room some aircondicton problem,15,No Positive,0, Iceland ,4,9.6
79775501-6684-42b1-9035-9d622171b807,b7113f00-2b55-11b2-8080-808080808080,538,,, We were giving two beds pushed together as a double,11, This was an amazing friendly hotel,7, Ireland ,3,10.0
79775501-6684-42b1-9035-9d622171b807,ec2c1e00-2b35-11b2-8080-808080808080,538,,, We chose not to have breakfast at the hotel as there are ample restaurants locally at a price based upon what is ordered rather than a fixed price buffet ,31, The room was clean and well maintained for the 4 days we stayed there The location is close to the center of town making walking to shops restaurants or museums convenient ,33, United States of America ,6,10.0
79775501-6684-42b1-9035-9d622171b807,5b65ce00-2b19-11b2-8080-808080808080,538,,, We didn t like the fact that our rooms were not available before 3pm We were aware of this but we arrived at around noon and would have appreciated having the rooms available sooner We would have liked TV stations that transmitted programs in English ,47, Breakfast was excellent Multiple choices Rooms and facilities were comfortable ,12, Malta ,12,8.3
79775501-6684-42b1-9035-9d622171b807,a830e700-2b06-11b2-8080-808080808080,538,,,No Negative,0, I was travelling with my 10 year old daughter so location safety and facilities were very important to me And I have to say I was not disappointed It is centrally located near Dam Square and has easily accessible transit tram buses that lead to all the touristy spots It is easy to get to from the airport as well The rooms are cleverly layed out maximising space and very clean The staff were extremely friendly and very helpful The area is very nice and I felt safe walking around with my daughter I would highly recommend this hotel to all ,103, United Kingdom ,1,10.0
79775501-6684-42b1-9035-9d622171b807,d7369700-2b03-11b2-8080-808080808080,538,,,No Negative,0, Great location,3, United Kingdom ,6,9.6
f5c1ed58-03e9-4a27-a982-ede538241637,7c2dc600-2b74-11b2-8080-808080808080,195,,, Staff at the front desk weren t that helpful Room felt very generic for the cost Slowest elevator in the world ,23, Good location close to shopping and interesting neighborhoods Roof deck and downstairs bar are both nice ,18, United States of America ,10,7.1
f5c1ed58-03e9-4a27-a982-ede538241637,5d7fc700-2b5e-11b2-8080-808080808080,195,,, Not much space despite being superior room Paid a little extra Hardly anywhere to put clothes ok for just weekend but difficult for a whole week Husband would have liked some mainstream English language telly Suggest better clearer map and brief instructions for use of Underground would be helpful,50, Bed was excellent Staff very friendly and helpful Nice coffee bar for breakfast,14, United Kingdom ,1,7.9
f5c1ed58-03e9-4a27-a982-ede538241637,4a377e00-2b30-11b2-8080-808080808080,195,,, Storage in room a little lacking Would have been nice to have place to stow luggage ,18, Loved the hip vibe and location We had a room with terrace which gave us a nice bit of extra space Comfortable bed Hotel served as meet up place for larger group of friends the lounge was a huge hit Car rental and subway just a block away ,50, United States of America ,3,9.6
f5c1ed58-03e9-4a27-a982-ede538241637,10c00600-2b2c-11b2-8080-808080808080,195,,, The room didn t seem cleaned when we arrived we found a pair of old socks and some rubbish on the floor We didn t have a Do not disturb sign and one of the staff members walked on my boyfriend naked The toilet has a sliding door instead of a normal one which is not very romantic when you re traveling with your boyfriend Plus it lets all the funny smell go in the room The staff was not that friendly as most of the reviews on Booking com say The hotel is overpriced for what it offers ,101, The idea of the hotel,6, United Kingdom ,1,5.0
f5c1ed58-03e9-4a27-a982-ede538241637,7da51f00-2b0c-11b2-8080-808080808080,195,,, The pillows are Spanish bolster style which are not comfortable if you are used to big square pilllows ,20, We loved this hotel A brand new conversion of a 19th century building it combines beautiful old features such as tiled floors and high ceilings with the very best in modern design The rooms are simple and uncluttered which combined with a restful colour scheme of dark blue and ecru and the serenity of a central tiled courtyard creates an oasis of calm in the centre of Barcelona We particularly enjoyed relaxing in the comfortable little seating area in our room lounging on our patio and observing the hipsters of Barcelona in the cocktail bar The young staff are very friendly and helpful even contacting us to say we had left a hairbrush behind in our room Highly recommended we hope to return ,125, Netherlands ,12,10.0
d2f689e3-1ed2-4cf0-b1d5-08cd1ab279a0,38448600-2b69-11b2-8080-808080808080,61,,, Bedroom was slightly small but very comfortable and clean,10, Staff were very helpful friendly courteous Hotel in nice quiet area but close to Montmetre Free coffee and croissant available in afternoon and evenings,25, United Kingdom ,1,9.6
d2f689e3-1ed2-4cf0-b1d5-08cd1ab279a0,97148e00-2b41-11b2-8080-808080808080,61,,,No Negative,0, Location staff and the room ,7, Saudi Arabia ,14,10.0
d2f689e3-1ed2-4cf0-b1d5-08cd1ab279a0,1835de00-2b31-11b2-8080-808080808080,61,,, Location was not great The hotel was much smaller than I thought and the room was tiny but it s Paris after all Overall all it was ok We only stayed one night ,35,No Positive,0, United States of America ,1,6.3
f5bb4499-c785-4d32-930d-bfa6b6bb2d2a,b7233600-2b79-11b2-8080-808080808080,54,,, You can t open the windows They do not provide disposable slippers Toothbrush would be nice to have ,20, Breakfast It s not noisy at the night time at all Location is beautiful It s a joy to walk to the metro and back to the hotel ,30, Russia ,5,8.8
f5bb4499-c785-4d32-930d-bfa6b6bb2d2a,f999d600-2b3e-11b2-8080-808080808080,54,,,No Negative,0, room is clean the shower is wonderful but the wifi is not very good ,16, China ,3,9.2
e4016ba7-d6d3-4b1f-a3c9-6e83cbd0afbd,94189e00-2b3f-11b2-8080-808080808080,181,,, That we couldn t stay longer ,8, We didn t have the breakfast so can t comment The beds were really comfy Instructions to get to hotel from airport were really easy and being on the team line made it convenient to get around especially with the 72 hour pass Staff was great about answering all our questions about getting around train times as well as your apollopass which we used and worked great When we were on the train to The Hague Iris saw use and came to chat with us She is a real treasure We will be back ,96, Canada ,2,9.6
e4016ba7-d6d3-4b1f-a3c9-6e83cbd0afbd,5d9d1600-2b3d-11b2-8080-808080808080,181,,, Very small rooms,4, Small and quiet and good standard,7, Switzerland ,9,7.1
e4016ba7-d6d3-4b1f-a3c9-6e83cbd0afbd,6bcf7600-2b24-11b2-8080-808080808080,181,,, The location Too far away from the city getting to and from trams etc was a bit of a trek ,22, Lovely spotlessly clean friendly helpful staff ,8, United Kingdom ,2,8.8
e4016ba7-d6d3-4b1f-a3c9-6e83cbd0afbd,f52b4600-2af6-11b2-8080-808080808080,181,,, Nothing ,3, Room Decoration ,4, Indonesia ,1,9.6
633b958b-2ec9-4c44-9c48-5578d2ab3647,1b267600-2b78-11b2-8080-808080808080,91,,, Leakage of rain water,5, rooms are good and staff is good,8, India ,1,9.2
633b958b-2ec9-4c44-9c48-5578d2ab3647,911cae00-2b3d-11b2-8080-808080808080,91,,, Room is very very small so barely place for luggage and unpacking,13, Location is great D cor is really pretty Staff very nice Good little breakfast,15, Canada ,1,9.2
c985a054-32a2-4d1d-b196-7f15cc2ab7dd,42b64e00-2b70-11b2-8080-808080808080,568,,, Carpet smelt damp on the 7th floor,8, Well maintained great location close to town Overall an excellent hotel ,13, United Kingdom ,1,9.2
c985a054-32a2-4d1d-b196-7f15cc2ab7dd,0db8be00-2b6f-11b2-8080-808080808080,568,,, Even at the coolest setting the room was too hot at night This was not during a spell of hot weather which in any case does not bother me The breakfast room was also too warm in places near the aircon outflows although the staff could not have been more helpful in trying to move me to a cooler part of the area ,65, The bathroom was wonderful with a great shower Bed very comfortable and room spacious ,16, United Kingdom ,2,9.2
c985a054-32a2-4d1d-b196-7f15cc2ab7dd,a6b98e00-2b6e-11b2-8080-808080808080,568,,, Beds too hard and air conditioning too difficult to work Location is in the middle of no where ,20, Newer hotel and great staff,6, Australia ,5,7.5
c985a054-32a2-4d1d-b196-7f15cc2ab7dd,d5bf3e00-2b6b-11b2-8080-808080808080,568,,, We didn t have breakfast as it was way overpriced 20 50 Usually we have this included in the price of the room Not very impressed We wanted a drink in the bar were told it was waiter service we sat down and waited but no one came so we had to go to the bar again Eventually we got our drink They weren t even busy ,69, We picked it because it was close to our meeting place ,13, United Kingdom ,7,6.3
c985a054-32a2-4d1d-b196-7f15cc2ab7dd,62d04e00-2b63-11b2-8080-808080808080,568,,, There are no immediate shops restaurants near the hotel ,11, Easy to book and staff let my elderly mother check in early ,14, United Kingdom ,2,8.3
c985a054-32a2-4d1d-b196-7f15cc2ab7dd,01b70700-2b43-11b2-8080-808080808080,568,,, The traffic outside is horrific 24 7,8, Great and clean hotel,5, Sweden ,7,8.8
c985a054-32a2-4d1d-b196-7f15cc2ab7dd,c31e4e00-2b3c-11b2-8080-808080808080,568,,,No Negative,0, Everything was perfect Just what me and my mother was looking for It was so close to everything was easy to get around ,25, United Kingdom ,1,10.0
c985a054-32a2-4d1d-b196-7f15cc2ab7dd,c0225e00-2b3a-11b2-8080-808080808080,568,,,No Negative,0, Staff could not have been more helpful Facilities and location excellent Bar particularly good ,16, United Kingdom ,6,10.0
c985a054-32a2-4d1d-b196-7f15cc2ab7dd,8ca2c600-2b3a-11b2-8080-808080808080,568,,, Somewhat overpriced ,4,No Positive,0, Saudi Arabia ,8,5.8
c985a054-32a2-4d1d-b196-7f15cc2ab7dd,b2b4a600-2b31-11b2-8080-808080808080,568,,, Not many fast food shops nearby,7, Staff were very polite and helpful Breakfast was amazing and the area was lovely x,16, United Kingdom ,3,10.0
c985a054-32a2-4d1d-b196-7f15cc2ab7dd,e4b64600-2b30-11b2-8080-808080808080,568,,, The check in staff weren t as polite as expected Trying to sort a query out with another member of staff in the middle of checking me in Took so much time that I had to interrupt and ask him to check me in first as I had a baby past his bedtime due to Chelsea bridge Road closure Also baby cot I asked for was appalling the Mattress didn t even fit so I had to pad the bottom part out with the bath towels and put extra blankets over the whole thing for some comfort ,99, Bathroom was beautiful Loved the lighting and the shape of the bath Very relaxing ,16, United Kingdom ,1,7.5
